Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,Winner,,
Spain,7,Circuit de Barcelona-Catalunya,2023,Sergio Perez,2,50,16:10:42,21.537,Max Verstappen,,
Spain,7,Circuit de Barcelona-Catalunya,2023,Lando Norris,3,50,16:11:39,22.062,Max Verstappen,,
Spain,7,Circuit de Barcelona-Catalunya,2023,Max Verstappen,2,52,16:12:44,22.357,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Zhou Guanyu,1,9,15:15:47,22.523,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Yuki Tsunoda,1,9,15:15:48,22.064,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Kevin Magnussen,1,10,15:17:08,23.36,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Valtteri Bottas,1,11,15:18:28,22.744,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Nico Hulkenberg,1,12,15:19:44,22.722,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Esteban Ocon,1,13,15:21:03,21.834,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Sergio Perez,1,13,15:21:05,22.181,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Pierre Gasly,1,14,15:22:19,26.097,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Logan Sargeant,1,14,15:22:45,22.401,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,George Russell,1,15,15:23:33,25.023,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Carlos Sainz,1,15,15:23:36,22.194,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lewis Hamilton,1,16,15:24:57,21.84,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Daniel Ricciardo,1,16,15:25:24,22.364,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Max Verstappen,1,17,15:26:11,21.544,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lance Stroll,1,17,15:26:39,21.88,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Alex Albon,1,18,15:28:15,23.248,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Fernando Alonso,1,19,15:29:25,21.957,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Oscar Piastri,1,21,15:31:54,22.224,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lando Norris,1,23,15:34:21,21.618,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Charles Leclerc,1,24,15:35:49,22.26,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Yuki Tsunoda,2,27,15:40:44,22.084,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Valtteri Bottas,2,28,15:41:58,22.963,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Kevin Magnussen,2,29,15:43:22,28.967,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Sergio Perez,2,31,15:45:43,21.464,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Logan Sargeant,2,34,15:50:28,22.506,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,George Russell,2,36,15:52:01,22.7,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Carlos Sainz,2,36,15:52:05,22.249,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Esteban Ocon,2,37,15:53:54,21.921,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lance Stroll,2,37,15:54:06,23.381,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Pierre Gasly,2,38,15:55:06,21.687,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Nico Hulkenberg,2,38,15:55:17,22.518,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Zhou Guanyu,2,41,15:59:31,24.253,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Daniel Ricciardo,2,42,16:01:01,22.108,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lewis Hamilton,2,43,16:01:21,21.603,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Max Verstappen,2,44,16:02:29,22.34,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Alex Albon,2,43,16:02:33,21.892,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Yuki Tsunoda,3,44,16:04:06,22.564,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Fernando Alonso,2,45,16:04:54,22.571,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Oscar Piastri,2,46,16:05:37,22.42,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Lando Norris,2,47,16:06:31,22.631,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Charles Leclerc,2,47,16:06:44,21.624,Max Verstappen,,
Spain,10,Circuit de Barcelona-Catalunya,2024,Sergio Perez,3,49,16:09:52,21.472,Max Verstappen,,
Monaco,6,Circuit de Monaco,2014,Romain Grosjean,1,1,14:04:54,26.312,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Adrian Sutil,1,1,14:04:55,33.207,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Sebastian Vettel,1,4,14:10:25,01:06.1,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Romain Grosjean,2,23,14:37:00,25.029,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Max Chilton,1,24,14:38:19,33.074,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Jenson Button,1,25,14:38:59,25.992,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Esteban Gutierrez,1,25,14:39:10,25.906,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Jules Bianchi,1,25,14:39:30,32.658,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kamui Kobayashi,1,25,14:39:30,25.421,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Nico Rosberg,1,26,14:39:54,24.672,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Lewis Hamilton,1,26,14:40:01,27.509,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Marcus Ericsson,1,25,14:40:02,28.091,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kimi Raikkonen,1,26,14:40:06,25.282,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Daniel Ricciardo,1,26,14:40:07,26.584,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Fernando Alonso,1,26,14:40:12,26.499,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kevin Magnussen,1,26,14:40:29,28.943,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Jean-Eric Vergne,1,26,14:40:32,25.444,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Nico Hulkenberg,1,26,14:40:36,25.714,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Valtteri Bottas,1,26,14:40:41,25.595,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kimi Raikkonen,2,28,14:44:21,25.684,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Max Chilton,2,27,14:44:22,37.352,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Jean-Eric Vergne,2,37,14:57:54,19.385,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Felipe Massa,1,45,15:08:42,24.264,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Marcus Ericsson,2,51,15:17:37,25.585,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kamui Kobayashi,2,62,15:34:01,25.116,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Max Chilton,3,66,15:40:58,26.137,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2014,Kimi Raikkonen,3,73,15:47:37,31.896,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Nico Hulkenberg,1,1,14:04:47,34.773,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Felipe Massa,1,1,14:05:03,42.934,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Carlos Sainz,1,12,14:19:42,25.306,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Valtteri Bottas,1,14,14:22:23,24.641,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Marcus Ericsson,1,14,14:22:25,25.618,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Romain Grosjean,1,17,14:26:21,25.077,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Felipe Nasr,1,18,14:27:40,25.732,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Daniil Kvyat,1,28,14:40:43,25.119,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Max Verstappen,1,29,14:42:14,52.821,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Nico Hulkenberg,2,31,14:46:02,24.758,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Fernando Alonso,1,32,14:46:31,30.345,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Will Stevens,1,33,14:50:20,28.606,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Jenson Button,1,35,14:50:28,25.062,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Sebastian Vettel,1,36,14:51:19,24.851,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Daniel Ricciardo,1,36,14:51:34,24.501,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Sergio Perez,1,36,14:51:43,24.733,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Nico Rosberg,1,37,14:52:37,24.789,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Roberto Merhi,1,35,14:52:53,27.554,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Kimi Raikkonen,1,37,14:52:54,24.177,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Lewis Hamilton,1,38,14:53:49,24.181,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Marcus Ericsson,2,38,14:55:31,25.398,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Felipe Massa,2,39,14:58:08,24.97,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Max Verstappen,2,46,15:06:05,25.736,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Valtteri Bottas,2,56,15:19:50,24.412,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Felipe Massa,3,62,15:29:53,24.395,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Sergio Perez,2,64,15:29:57,25.119,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Jenson Button,2,64,15:30:17,24.661,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Lewis Hamilton,2,65,15:30:51,25.495,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Felipe Nasr,2,64,15:30:55,26.42,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Daniel Ricciardo,2,65,15:31:26,24.244,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2015,Marcus Ericsson,3,69,15:40:15,25.234,Nico Rosberg,,
Monaco,6,Circuit de Monaco,2016,Daniil Kvyat,1,1,14:03:20,01:32.6,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Daniil Kvyat,2,2,14:07:55,19.918,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Kevin Magnussen,1,7,14:15:27,25.583,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Jenson Button,1,8,14:17:20,25.766,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Felipe Nasr,1,8,14:17:30,28.242,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Daniil Kvyat,3,7,14:17:32,27.698,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Marcus Ericsson,1,11,14:22:52,27.176,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Rio Haryanto,1,11,14:22:57,29.117,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Max Verstappen,1,12,14:24:33,25.604,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Sebastian Vettel,1,13,14:25:55,25.114,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Fernando Alonso,1,14,14:27:38,25.512,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Nico Hulkenberg,1,15,14:29:11,25.215,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Valtteri Bottas,1,15,14:29:22,27.364,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Romain Grosjean,1,15,14:29:44,33.49,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Esteban Gutierrez,1,16,14:31:01,26.044,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Nico Rosberg,1,20,14:37:17,26.698,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Felipe Massa,1,20,14:37:38,24.934,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Carlos Sainz,1,21,14:38:53,27.738,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Sergio Perez,1,21,14:38:55,25.714,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Kevin Magnussen,2,21,14:40:27,38.811,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Daniel Ricciardo,1,23,14:41:40,25.054,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Marcus Ericsson,2,29,14:52:28,26.435,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Sergio Perez,2,30,14:53:05,25.608,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Jenson Button,2,30,14:53:13,25.45,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Kevin Magnussen,3,29,14:53:21,25.879,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Valtteri Bottas,2,30,14:54:01,25.478,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Romain Grosjean,2,30,14:54:03,25.111,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Lewis Hamilton,1,31,14:54:06,26.315,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Nico Rosberg,2,31,14:54:34,27.68,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Sebastian Vettel,2,31,14:54:36,25.561,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Nico Hulkenberg,2,31,14:54:39,27.064,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Carlos Sainz,2,31,14:54:40,28.112,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Max Verstappen,2,31,14:54:44,25.459,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Pascal Wehrlein,1,31,14:55:34,26.517,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Daniel Ricciardo,2,32,14:55:37,35.327,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Fernando Alonso,2,32,14:56:10,26.836,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Esteban Gutierrez,2,32,14:56:16,27.407,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Felipe Massa,2,32,14:56:25,25.182,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Felipe Nasr,2,32,14:57:11,27.166,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Kevin Magnussen,4,32,14:58:47,31.241,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Rio Haryanto,2,34,15:00:18,27.38,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Rio Haryanto,3,47,15:21:24,26.292,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Felipe Nasr,3,48,15:21:45,45.7,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Valtteri Bottas,3,49,15:22:23,24.673,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2016,Marcus Ericsson,3,49,15:23:18,33.342,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2017,Pascal Wehrlein,1,1,14:04:27,25.813,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Jenson Button,1,1,14:04:29,24.465,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Sergio Perez,1,16,14:23:49,31.313,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Max Verstappen,1,32,14:44:07,25.343,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Valtteri Bottas,1,33,14:45:24,24.308,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Kimi Raikkonen,1,34,14:46:35,24.833,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Marcus Ericsson,1,35,14:49:08,24.949,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Daniil Kvyat,1,36,14:49:48,24.406,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Esteban Ocon,1,36,14:50:06,24.299,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Carlos Sainz,1,37,14:50:54,24.427,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Kevin Magnussen,1,37,14:51:04,24.979,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Daniel Ricciardo,1,38,14:51:46,24.183,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Felipe Massa,1,38,14:52:42,24.353,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Sebastian Vettel,1,39,14:52:55,24.306,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Esteban Ocon,2,39,14:54:19,24.496,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Jenson Button,2,39,14:54:53,26.057,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Romain Grosjean,1,40,14:54:55,24.66,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Lance Stroll,1,41,14:56:46,26.69,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Kevin Magnussen,2,42,14:57:54,26.04,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Jolyon Palmer,1,42,14:58:05,25.472,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Stoffel Vandoorne,1,43,14:58:56,24.768,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Lewis Hamilton,1,46,15:02:38,24.155,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Max Verstappen,2,60,15:20:48,25.678,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Esteban Ocon,3,60,15:22:40,24.642,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Felipe Massa,2,62,15:24:59,25.123,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Sergio Perez,2,63,15:26:16,25.026,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Lance Stroll,2,67,15:33:42,25.248,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2017,Sergio Perez,3,72,15:40:06,35.485,Sebastian Vettel,,
Monaco,6,Circuit de Monaco,2018,Sergey Sirotkin,1,7,15:22:13,31.81,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Lance Stroll,1,9,15:25:39,33.887,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Lewis Hamilton,1,12,15:28:19,23.739,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Brendon Hartley,1,13,15:30:14,24.326,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Charles Leclerc,1,14,15:31:32,23.87,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Romain Grosjean,1,15,15:33:04,24.741,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Sebastian Vettel,1,16,15:33:21,23.964,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Carlos Sainz,1,16,15:34:04,24.874,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Daniel Ricciardo,1,17,15:34:32,24.542,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Kimi Raikkonen,1,17,15:34:47,24.263,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Valtteri Bottas,1,17,15:35:01,24.02,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Marcus Ericsson,1,17,15:35:35,24.291,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Kevin Magnussen,1,17,15:35:35,24.237,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Fernando Alonso,1,19,15:37:54,24.241,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Sergey Sirotkin,2,19,15:38:41,25.17,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Stoffel Vandoorne,1,20,15:39:35,26.817,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Sergio Perez,1,21,15:40:40,29.379,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Esteban Ocon,1,23,15:43:06,24.663,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Lance Stroll,2,34,15:59:55,31.104,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Pierre Gasly,1,37,16:01:40,24.296,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Max Verstappen,1,47,16:15:05,24.111,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Sergey Sirotkin,3,49,16:18:49,25.563,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Nico Hulkenberg,1,50,16:18:53,25.213,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Lance Stroll,3,59,16:33:18,24.852,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Romain Grosjean,2,68,16:43:24,24.568,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2018,Stoffel Vandoorne,2,72,16:48:42,25.438,Daniel Ricciardo,,
Monaco,6,Circuit de Monaco,2019,Nico Hulkenberg,1,9,15:24:59,25.532,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Charles Leclerc,1,9,15:25:11,25.964,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,George Russell,1,10,15:26:35,26.165,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Lewis Hamilton,1,11,15:27:03,24.266,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Valtteri Bottas,1,11,15:27:11,25.03,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Max Verstappen,1,11,15:27:12,24.011,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Sebastian Vettel,1,11,15:27:12,24.483,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Daniel Ricciardo,1,11,15:27:55,24.269,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Kevin Magnussen,1,11,15:27:55,25.419,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Sergio Perez,1,11,15:28:09,28.463,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Valtteri Bottas,2,12,15:29:18,24.776,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Charles Leclerc,2,16,15:36:31,25.705,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Robert Kubica,1,21,15:43:09,23.946,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Pierre Gasly,1,27,15:50:18,24.161,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Carlos Sainz,1,30,15:54:15,23.795,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Daniil Kvyat,1,32,15:56:48,24.023,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Lance Stroll,1,39,16:06:35,24.591,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Alex Albon,1,40,16:07:15,25.062,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Antonio Giovinazzi,1,44,16:13:29,35.651,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Kimi Raikkonen,1,46,16:15:59,26.299,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Lando Norris,1,47,16:16:57,25.026,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Romain Grosjean,1,50,16:20:12,24.219,Lewis Hamilton,,
Monaco,6,Circuit de Monaco,2019,Pierre Gasly,2,62,16:35:42,23.858,Lewis Hamilton,,
Monaco,5,Circuit de Monaco,2021,Lewis Hamilton,1,29,15:40:07,23.783,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Lando Norris,1,30,15:41:20,23.874,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Pierre Gasly,1,30,15:41:23,24.428,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Sebastian Vettel,1,31,15:42:42,24.369,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,George Russell,1,31,15:43:46,23.928,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Carlos Sainz,1,32,15:43:47,24.15,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Antonio Giovinazzi,1,33,15:45:42,24.521,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Max Verstappen,1,34,15:46:10,23.746,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Sergio Perez,1,35,15:47:44,24.548,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Nikita Mazepin,1,34,15:48:25,25.202,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Daniel Ricciardo,1,36,15:49:52,24.715,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Esteban Ocon,1,37,15:50:48,23.935,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Mick Schumacher,1,37,15:52:43,24.797,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Kimi Raikkonen,1,43,15:58:41,24.077,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Nicholas Latifi,1,43,15:59:23,23.703,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Fernando Alonso,1,45,16:01:34,23.803,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Lance Stroll,1,58,16:17:28,23.474,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Yuki Tsunoda,1,64,16:26:09,24.43,Max Verstappen,,
Monaco,5,Circuit de Monaco,2021,Lewis Hamilton,2,67,16:28:48,24.244,Max Verstappen,,
Monaco,7,Circuit de Monaco,2022,Lance Stroll,1,1,16:07:59,26.731,Sergio Perez,,
Monaco,7,Circuit de Monaco,2022,Nicholas Latifi,1,1,16:08:10,36.773,Sergio Perez,,
Monaco,7,Circuit de Monaco,2022,Pierre Gasly,1,2,16:10:02,35.486,Sergio Perez,,
Monaco,7,Circuit de Monaco,2022,Lance Stroll,2,2,16:10:09,32.75,Sergio Perez,,
Monaco,7,Circuit de Monaco,2022,Nicholas Latifi,2,2,16:10:20,36.351,Sergio Perez,,
Monaco,7,Circuit de Monaco,2022,Mick Schumacher,1,4,16:13:36,27.637,Sergio Perez,,
